latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
33.85331,-118.33457,299.56,0.34,0.56,2025-02-01,0858,N20,VIIRS,n,2.0NRT,277.68,0.99,N
34.42955,-118.64801,299.43,0.36,0.58,2025-02-01,0858,N20,VIIRS,n,2.0NRT,273.38,0.7,N
34.29366,-118.80491,300.76,0.37,0.58,2025-02-01,0858,N20,VIIRS,n,2.0NRT,273.36,0.5,N
34.15646,-118.19656,300.92,0.34,0.56,2025-02-01,0858,N20,VIIRS,n,2.0NRT,272.16,0.53,N
34.15508,-118.19669,301.71,0.34,0.56,2025-02-01,0858,N20,VIIRS,n,2.0NRT,272.43,0.54,N
33.85406,-118.33588,295.8,0.34,0.56,2025-02-01,0858,N20,VIIRS,n,2.0NRT,277.32,1.14,N
34.33683,-118.52114,300.71,0.36,0.57,2025-02-01,0858,N20,VIIRS,n,2.0NRT,274.34,0.63,N
34.33811,-118.52226,298.41,0.63,0.54,2025-02-02,1019,N20,VIIRS,n,2.0NRT,283.15,1.25,N
34.15238,-118.19505,308.46,0.33,0.55,2025-02-02,1019,N20,VIIRS,n,2.0NRT,282.17,0.95,N
34.29412,-118.80166,295.23,0.61,0.53,2025-02-02,1019,N20,VIIRS,n,2.0NRT,281.22,0.75,N
33.716,-117.71179,299.59,0.36,0.57,2025-02-02,1019,N20,VIIRS,n,2.0NRT,282.9,0.49,N
34.24247,-118.38405,295.27,0.54,0.42,2025-02-03,1002,N20,VIIRS,n,2.0NRT,280.83,0.48,N
33.61287,-117.82507,303,0.39,0.44,2025-02-03,1002,N20,VIIRS,n,2.0NRT,277.81,0.8,N
34.42907,-118.64359,309.97,0.52,0.42,2025-02-03,1002,N20,VIIRS,n,2.0NRT,279.07,0.92,N
34.33405,-118.52139,304.35,0.53,0.42,2025-02-03,1002,N20,VIIRS,n,2.0NRT,281.54,1.04,N
34.04165,-117.82408,295.22,0.39,0.44,2025-02-03,1002,N20,VIIRS,n,2.0NRT,283.31,0.42,N
34.15366,-118.19066,308.38,0.55,0.43,2025-02-03,1002,N20,VIIRS,n,2.0NRT,283.92,1.63,N
34.29121,-118.8017,306.54,0.51,0.41,2025-02-03,1002,N20,VIIRS,n,2.0NRT,279.87,1.42,N
34.29122,-118.80117,312.06,0.51,0.41,2025-02-03,1002,N20,VIIRS,n,2.0NRT,279.87,1.51,N
34.32047,-118.51311,295.44,0.53,0.42,2025-02-03,1002,N20,VIIRS,n,2.0NRT,281.45,0.22,N
33.7165,-117.71231,304.61,0.4,0.44,2025-02-03,1002,N20,VIIRS,n,2.0NRT,281.19,1.1,N
34.24361,-118.38291,301.38,0.39,0.36,2025-02-04,0941,N20,VIIRS,n,2.0NRT,280.42,0.55,N
34.42897,-118.64608,299.34,0.38,0.36,2025-02-04,0941,N20,VIIRS,n,2.0NRT,277.94,0.53,N
34.43225,-118.64533,296.18,0.38,0.36,2025-02-04,0941,N20,VIIRS,n,2.0NRT,278.97,0.53,N
34.33395,-118.52087,308.31,0.38,0.36,2025-02-04,0941,N20,VIIRS,n,2.0NRT,280.37,1.05,N
34.31884,-118.51149,295.85,0.38,0.36,2025-02-04,0941,N20,VIIRS,n,2.0NRT,280.54,0.37,N
34.03677,-117.89449,295.34,0.39,0.36,2025-02-04,0943,N20,VIIRS,n,2.0NRT,276.83,0.56,N
33.61508,-117.82385,307.9,0.39,0.36,2025-02-04,0943,N20,VIIRS,n,2.0NRT,281.53,1.08,N
34.03607,-117.8903,301.91,0.39,0.36,2025-02-04,0943,N20,VIIRS,n,2.0NRT,278.45,0.56,N
34.04205,-117.82349,298.47,0.39,0.36,2025-02-04,0943,N20,VIIRS,n,2.0NRT,281.7,0.51,N
34.33564,-118.51858,307.36,0.42,0.45,2025-02-08,1008,N20,VIIRS,n,2.0NRT,273.7,1.03,N
34.15377,-118.19138,304.03,0.44,0.46,2025-02-08,1008,N20,VIIRS,n,2.0NRT,274.47,1.54,N
34.43122,-118.64286,302.52,0.41,0.45,2025-02-08,1008,N20,VIIRS,n,2.0NRT,275,0.7,N
34.42915,-118.64371,310.38,0.4,0.37,2025-02-09,0949,N20,VIIRS,n,2.0NRT,277.01,0.63,N
33.61182,-117.82266,299.07,0.43,0.38,2025-02-09,0949,N20,VIIRS,n,2.0NRT,277.16,0.67,N
33.80442,-118.24384,297.07,0.42,0.37,2025-02-09,0949,N20,VIIRS,n,2.0NRT,285.7,0.75,N
33.71585,-117.71151,306.23,0.43,0.38,2025-02-09,0949,N20,VIIRS,n,2.0NRT,280.09,1.16,N
33.81876,-118.24481,297.15,0.42,0.37,2025-02-09,0949,N20,VIIRS,n,2.0NRT,283.64,0.82,N
33.85203,-118.33322,299.58,0.41,0.37,2025-02-09,0949,N20,VIIRS,n,2.0NRT,285.28,0.89,N
33.85541,-118.33236,297.1,0.41,0.37,2025-02-09,0949,N20,VIIRS,n,2.0NRT,285.19,0.89,N
33.907,-118.40392,295.83,0.41,0.37,2025-02-09,0949,N20,VIIRS,n,2.0NRT,283.97,0.72,N
34.03458,-118.10574,302.7,0.42,0.38,2025-02-09,0949,N20,VIIRS,n,2.0NRT,280.58,0.58,N
34.03478,-117.89272,315.14,0.42,0.38,2025-02-09,0949,N20,VIIRS,n,2.0NRT,281.03,1.45,N
34.15269,-118.19448,315.11,0.41,0.37,2025-02-09,0949,N20,VIIRS,n,2.0NRT,280.52,1.37,N
34.11525,-117.92331,298.08,0.42,0.38,2025-02-09,0949,N20,VIIRS,n,2.0NRT,280.35,0.7,N
34.29327,-118.80354,318.55,0.4,0.37,2025-02-09,0949,N20,VIIRS,n,2.0NRT,280.51,1.07,N
34.24233,-118.3805,303.86,0.41,0.37,2025-02-09,0949,N20,VIIRS,n,2.0NRT,277.3,0.56,N
34.32127,-118.51138,305.64,0.41,0.37,2025-02-09,0949,N20,VIIRS,n,2.0NRT,278.5,0.58,N
34.33694,-118.5212,312.64,0.41,0.37,2025-02-09,0949,N20,VIIRS,n,2.0NRT,278.5,1.42,N
34.29121,-118.80269,327.17,0.45,0.39,2025-02-09,2108,N20,VIIRS,n,2.0NRT,297.9,1.18,D
34.1525,-118.19074,326.81,0.47,0.4,2025-02-09,2108,N20,VIIRS,n,2.0NRT,298.28,2.58,D
34.43197,-118.64514,302.03,0.43,0.38,2025-02-10,0930,N20,VIIRS,n,2.0NRT,276.46,1.18,N
34.03693,-118.10532,301.68,0.41,0.37,2025-02-10,0930,N20,VIIRS,n,2.0NRT,277.15,0.74,N
34.11641,-117.92342,299.24,0.41,0.37,2025-02-10,0930,N20,VIIRS,n,2.0NRT,280.21,0.67,N
34.03578,-117.89424,315.46,0.41,0.37,2025-02-10,0930,N20,VIIRS,n,2.0NRT,276.68,0.62,N
33.71616,-117.71267,311.99,0.4,0.37,2025-02-10,0930,N20,VIIRS,n,2.0NRT,279.88,0.84,N
33.61313,-117.82542,306.4,0.4,0.37,2025-02-10,0930,N20,VIIRS,n,2.0NRT,280.48,1.21,N
34.33371,-118.52093,310.06,0.43,0.38,2025-02-10,0930,N20,VIIRS,n,2.0NRT,276.25,1.35,N
34.3351,-118.51818,315.78,0.43,0.38,2025-02-10,0930,N20,VIIRS,n,2.0NRT,277.47,1.46,N
34.32005,-118.51182,302.48,0.43,0.38,2025-02-10,0930,N20,VIIRS,n,2.0NRT,276.94,0.77,N
34.24245,-118.38252,298.67,0.42,0.38,2025-02-10,0930,N20,VIIRS,n,2.0NRT,277.01,0.7,N
34.29129,-118.80439,318.08,0.43,0.38,2025-02-10,0930,N20,VIIRS,n,2.0NRT,276.42,0.85,N
34.15394,-118.19321,316.06,0.41,0.37,2025-02-10,0930,N20,VIIRS,n,2.0NRT,279.13,1.65,N
34.03958,-117.82168,295.28,0.41,0.37,2025-02-10,0930,N20,VIIRS,n,2.0NRT,278.11,0.53,N
33.81853,-118.24566,296.08,0.41,0.37,2025-02-10,0930,N20,VIIRS,n,2.0NRT,282.38,1.49,N
33.81389,-118.23743,297.12,0.41,0.37,2025-02-10,0930,N20,VIIRS,n,2.0NRT,283.81,1.1,N
34.40352,-118.97274,331.4,0.39,0.37,2025-02-10,2050,N20,VIIRS,n,2.0NRT,293.59,1.07,D
34.40685,-118.97346,326.55,0.39,0.37,2025-02-10,2050,N20,VIIRS,n,2.0NRT,292.42,2.61,D
34.40628,-118.95587,332.15,0.39,0.37,2025-02-10,2050,N20,VIIRS,n,2.0NRT,295.74,7.25,D
34.39008,-118.99165,337.49,0.4,0.37,2025-02-10,2050,N20,VIIRS,n,2.0NRT,293.3,5.2,D
33.61369,-117.82198,298.89,0.42,0.45,2025-02-11,0913,N20,VIIRS,n,2.0NRT,278.15,1,N
34.29337,-118.80262,301.94,0.49,0.48,2025-02-11,0913,N20,VIIRS,n,2.0NRT,277.33,1.06,N
33.8137,-118.23969,296.29,0.45,0.47,2025-02-11,0913,N20,VIIRS,n,2.0NRT,283.71,1.08,N
34.40536,-118.95489,339.25,0.39,0.44,2025-02-11,2029,N20,VIIRS,n,2.0NRT,288.04,6.59,D
34.40454,-118.95889,332.32,0.39,0.44,2025-02-11,2029,N20,VIIRS,n,2.0NRT,286.87,5.72,D
34.33368,-118.51867,308.24,0.39,0.36,2025-02-15,0936,N20,VIIRS,n,2.0NRT,274.17,0.6,N
33.61322,-117.82204,310.62,0.38,0.36,2025-02-15,0936,N20,VIIRS,n,2.0NRT,277.98,0.95,N
33.7925,-118.35098,295.2,0.39,0.36,2025-02-15,0936,N20,VIIRS,n,2.0NRT,277.48,0.42,N
33.77586,-118.21764,295.53,0.39,0.36,2025-02-15,0936,N20,VIIRS,n,2.0NRT,278.16,0.38,N
33.71527,-117.71127,306.28,0.38,0.36,2025-02-15,0936,N20,VIIRS,n,2.0NRT,277.81,0.79,N
33.82042,-118.2422,296.81,0.39,0.36,2025-02-15,0936,N20,VIIRS,n,2.0NRT,283.67,0.75,N
33.8546,-118.3334,302.72,0.39,0.36,2025-02-15,0936,N20,VIIRS,n,2.0NRT,283.96,0.8,N
34.15284,-118.19176,305.04,0.39,0.36,2025-02-15,0936,N20,VIIRS,n,2.0NRT,276.98,0.65,N
34.29029,-118.80225,302.01,0.4,0.37,2025-02-15,0936,N20,VIIRS,n,2.0NRT,276.41,0.7,N
34.29361,-118.80151,301.2,0.4,0.37,2025-02-15,0936,N20,VIIRS,n,2.0NRT,275.7,0.7,N
34.24227,-118.38077,300.04,0.39,0.36,2025-02-15,0936,N20,VIIRS,n,2.0NRT,276.13,0.4,N
34.31969,-118.51135,296.64,0.39,0.36,2025-02-15,0936,N20,VIIRS,n,2.0NRT,274.97,0.49,N
34.43113,-118.64674,309.72,0.39,0.36,2025-02-15,0936,N20,VIIRS,n,2.0NRT,275.01,1.39,N
33.61368,-117.82306,300.78,0.53,0.42,2025-02-16,0917,N20,VIIRS,n,2.0NRT,278.61,0.91,N
34.43168,-118.64706,305.19,0.39,0.44,2025-02-16,0917,N20,VIIRS,n,2.0NRT,276.73,1.2,N
34.15282,-118.19417,310.3,0.56,0.43,2025-02-16,0917,N20,VIIRS,n,2.0NRT,278.65,1.48,N
34.33567,-118.51984,310.74,0.39,0.44,2025-02-16,0917,N20,VIIRS,n,2.0NRT,279.5,1.25,N
34.29143,-118.80266,309,0.4,0.44,2025-02-16,0917,N20,VIIRS,n,2.0NRT,279.27,1.25,N
33.71619,-117.71241,300.57,0.52,0.42,2025-02-16,0917,N20,VIIRS,n,2.0NRT,280.96,0.88,N
33.85388,-118.33295,300.19,0.56,0.43,2025-02-16,0917,N20,VIIRS,n,2.0NRT,278.85,1.94,N
34.15359,-118.19447,309.6,0.56,0.43,2025-02-16,0917,N20,VIIRS,n,2.0NRT,278.23,1.96,N
34.15528,-118.19318,297.59,0.34,0.56,2025-02-17,0858,N20,VIIRS,n,2.0NRT,276.38,0.53,N
33.8544,-118.33464,305.73,0.35,0.56,2025-02-17,0858,N20,VIIRS,n,2.0NRT,283.19,1.5,N
33.85369,-118.33341,308.18,0.35,0.56,2025-02-17,0858,N20,VIIRS,n,2.0NRT,285.31,1.35,N
34.33744,-118.52052,304.64,0.36,0.57,2025-02-17,0858,N20,VIIRS,n,2.0NRT,281.57,0.68,N
34.29161,-118.80521,306.1,0.37,0.58,2025-02-17,0858,N20,VIIRS,n,2.0NRT,278.77,0.79,N
34.29431,-118.80252,304.42,0.37,0.58,2025-02-17,0858,N20,VIIRS,n,2.0NRT,279.52,0.67,N
34.43023,-118.64737,301.6,0.37,0.58,2025-02-17,0858,N20,VIIRS,n,2.0NRT,278.3,0.71,N
33.85194,-118.33485,297.29,0.61,0.71,2025-02-17,1040,N20,VIIRS,n,2.0NRT,282.59,1.61,N
34.29068,-118.8019,296.77,0.61,0.53,2025-02-18,1019,N20,VIIRS,n,2.0NRT,273.72,0.87,N
34.29286,-118.80065,299.42,0.51,0.41,2025-02-19,1002,N20,VIIRS,n,2.0NRT,269.7,0.72,N
33.61228,-117.82477,307.48,0.39,0.44,2025-02-19,1002,N20,VIIRS,n,2.0NRT,279.99,0.45,N
33.71592,-117.71174,304.29,0.4,0.44,2025-02-19,1002,N20,VIIRS,n,2.0NRT,281.86,0.91,N
33.85297,-118.3355,296.26,0.55,0.43,2025-02-19,1002,N20,VIIRS,n,2.0NRT,285.09,2.25,N
34.15453,-118.1917,309.23,0.55,0.43,2025-02-19,1002,N20,VIIRS,n,2.0NRT,278.51,1.14,N
34.33535,-118.5196,307.51,0.53,0.42,2025-02-19,1002,N20,VIIRS,n,2.0NRT,278.46,1.28,N
34.43167,-118.64753,295.56,0.52,0.41,2025-02-19,1002,N20,VIIRS,n,2.0NRT,274.13,1.19,N
34.40348,-118.95583,337.18,0.41,0.45,2025-02-19,2120,N20,VIIRS,n,2.0NRT,298.93,5.18,D
34.40759,-118.95672,330.47,0.41,0.45,2025-02-19,2120,N20,VIIRS,n,2.0NRT,299.02,5.18,D
34.40619,-118.9706,341.95,0.41,0.45,2025-02-19,2120,N20,VIIRS,n,2.0NRT,299.8,8.77,D
34.36294,-118.94068,330.58,0.41,0.45,2025-02-19,2120,N20,VIIRS,n,2.0NRT,297,2.15,D
34.38414,-118.81051,340.04,0.42,0.45,2025-02-19,2120,N20,VIIRS,n,2.0NRT,297.99,10.77,D
34.38371,-118.81494,332.07,0.42,0.45,2025-02-19,2120,N20,VIIRS,n,2.0NRT,297.15,10.77,D
34.38837,-118.81055,348.01,0.42,0.45,2025-02-19,2120,N20,VIIRS,n,2.0NRT,300.4,10.77,D
34.40396,-118.95112,339.08,0.41,0.45,2025-02-19,2120,N20,VIIRS,n,2.0NRT,296.66,5.18,D
34.07832,-117.50003,302.3,0.4,0.37,2025-02-20,0941,N20,VIIRS,n,2.0NRT,278.64,0.61,N
34.03547,-118.10572,304.76,0.39,0.36,2025-02-20,0941,N20,VIIRS,n,2.0NRT,279.58,0.6,N
34.15205,-118.19159,296.85,0.39,0.36,2025-02-20,0941,N20,VIIRS,n,2.0NRT,279.18,0.64,N
34.42984,-118.64444,305.14,0.38,0.36,2025-02-20,0941,N20,VIIRS,n,2.0NRT,276.68,0.86,N
34.24446,-118.38199,295.64,0.39,0.36,2025-02-20,0941,N20,VIIRS,n,2.0NRT,276.66,0.43,N
34.29103,-118.80229,295.62,0.38,0.36,2025-02-20,0941,N20,VIIRS,n,2.0NRT,262.42,0.19,N
34.15273,-118.19574,297.12,0.39,0.36,2025-02-20,0941,N20,VIIRS,n,2.0NRT,278.09,0.62,N
33.61288,-117.82482,314.18,0.39,0.36,2025-02-20,0943,N20,VIIRS,n,2.0NRT,280.35,0.69,N
33.71658,-117.7101,307.99,0.39,0.37,2025-02-20,0943,N20,VIIRS,n,2.0NRT,282.09,0.93,N
33.792,-118.3489,295.43,0.39,0.36,2025-02-20,0943,N20,VIIRS,n,2.0NRT,278.24,0.22,N
33.77181,-118.28774,296.06,0.39,0.36,2025-02-20,0943,N20,VIIRS,n,2.0NRT,284.69,0.47,N
33.8544,-118.33423,297.14,0.39,0.36,2025-02-20,0943,N20,VIIRS,n,2.0NRT,282.04,1.62,N
33.81914,-118.24377,299.72,0.39,0.36,2025-02-20,0943,N20,VIIRS,n,2.0NRT,284.84,0.98,N
