발생일시,진화일시,주소,진행상태,대응단계,위도,경도,acq_date,평균기온 (temp),평균풍속 (wspd),풍향각도 (wdir),강수량 (precip),습도 (rh),brightness,frp,confidence
2024-11-22 12:10,2024-11-22 13:50,경상북도 의성군 안사면,진화완료,초기대응,36.4310479878769,128.461655896191,2024-11-22,5.8,13.4,286.0,0.0,60,295.1,0.88,n
2024-11-19 15:22,2024-11-19 15:40,경기도 가평군 북면,진화완료,초기대응,37.8881266033117,127.549275493771,2024-11-19,2.5,2.1,328.0,0.0,64,326.09,2.01,n
2024-11-18 15:16,2024-11-18 16:35,경상남도 거창군 북상면,진화완료,초기대응,35.7776415133227,127.81864160201,2024-11-18,2.7,7.6,343.0,0.0,39,300.7,1.2,n
2024-11-18 10:50,2024-11-18 11:14,충청북도 제천시 백운면,진화완료,초기대응,37.1377198692026,128.025820670759,2024-11-18,2.9,3.8,8.0,0.0,46,296.4,0.93,n
2024-11-16 05:13,2024-11-16 07:30,경기도 광주시 회덕동,진화완료,초기대응,37.4385588695915,127.245126672849,2024-11-16,15.5,10.0,167.0,1.0,74,302.03,2.01,n
2024-11-15 15:36,2024-11-15 18:33,경기도 남양주시 와부읍,진화완료,초기대응,37.5854310580653,127.216655241381,2024-11-15,14.4,7.3,130.0,0.0,72,302.03,2.01,n
2024-11-12 19:45,2024-11-12 21:04,충청남도 공주시 사곡면,진화완료,초기대응,36.5021558319953,127.025302321401,2024-11-12,13.8,4.6,359.0,0.0,78,306.27,2.34,n
2024-11-12 14:58,2024-11-12 15:26,경기도 양평군 강상면,진화완료,초기대응,37.4772043318602,127.485480381356,2024-11-12,10.7,7.1,357.0,0.0,72,335.37,1.87,n
2024-11-11 12:16,2024-11-11 12:41,경기도 용인시기흥구 신갈동,진화완료,초기대응,37.2725465865543,127.107034404588,2024-11-11,15.3,4.4,328.0,0.0,75,316.06,2.06,n
2024-11-10 15:09,2024-11-10 15:50,경기도 가평군 청평면,진화완료,초기대응,37.7404626327354,127.424141651948,2024-11-10,14.2,4.1,169.0,0.0,74,347.72,25.63,n
2024-11-07 15:19,2024-11-07 16:30,충청남도 예산군 예산읍,진화완료,초기대응,36.678712421836,126.846237861032,2024-11-07,6.9,1.9,5.0,0.0,69,306.27,2.34,n
2024-11-07 12:35,2024-11-07 13:30,경기도 포천시 신북면,진화완료,초기대응,37.9339384363111,127.226332807245,2024-11-07,5.5,6.5,354.0,0.0,50,347.72,25.63,n
2024-11-07 11:07,2024-11-07 12:50,강원특별자치도 고성군 현내면,진화완료,초기대응,38.4943416559629,128.427309190762,2024-11-07,7.5,12.4,285.0,0.0,56,335.37,1.87,n
2024-11-04 15:46,2024-11-04 16:01,경기도 양평군 개군면,진화완료,초기대응,37.4259639502401,127.536793361892,2024-11-04,13.3,11.9,264.0,0.0,69,347.72,25.63,n
2024-10-13 11:02,2024-10-13 12:30,경상남도 통영시 산양읍,진화완료,초기대응,34.8035235658677,128.386233403232,2024-10-13,17.7,11.8,55.0,0.0,73,297.09,0.36,n
2024-10-13 09:07,2024-10-13 10:00,경기도 시흥시 월곶동,진화완료,초기대응,37.3888935036864,126.74239234901,2024-10-13,17.3,13.0,88.0,2.5,64,310.41,0.93,n
